id,state,city,timestamp,pm25,pm10,no2,co,so2,o3,temperature,humidity,windSpeed,windDirection,latitude,longitude,distRoad,distIndustry,distDump,distFarmland,pollutionSource
"pol-12","Madhya Pradesh","Bhopal","2026-02-25T00:10:25.354Z","52.049023696095965","36.18388969146273","18.85853171953917","2.124711167502369","17.2303802868815","1.2576807807776924","31.143126564796873","57.03571374462262","17.637968856154103","24.501486340296275","19.965949696172075","81.8905700995475","189.27028136408651","9285.214677177311","10460.988734459408","969.1625803775272","Natural"
"pol-13","Maharashtra","Mumbai","2026-02-24T23:10:25.354Z","135.9473948359222","28.871743495966285","56.14943768742151","6.289669377651928","38.56019321617857","28.672145080938925","27.148097523563266","42.687189864056556","19.603285537684897","0.305025025548753","22.04993710676075","89.77872815691069","340.5883210318983","9058.30665287917","11918.254082474314","7306.0937382915945","Vehicular"
"pol-14","Manipur","Imphal","2026-02-24T22:10:25.354Z","127.75714096451574","168.01760644827348","5.545589694729767","5.188359034050154","10.177636357068332","31.87729466714606","19.592466486990233","49.425437502771175","14.372348091687181","47.40609505480093","22.9317152764633","74.71031913062629","778.7058730448217","2635.3593380549178","10019.675805468883","8342.464453156164","Natural"
"pol-15","Meghalaya","Shillong","2026-02-24T21:10:25.354Z","124.57991857491587","65.61109091421993","27.550475612334306","8.653401385370547","10.306538260088521","72.18780058670079","34.02418672993595","39.14601434051116","4.537852487277178","182.53461593284385","18.649692334948455","88.83528406442588","1693.058585972922","8689.119682211696","5642.128535592459","4158.030752244158","Burning"
"pol-16","Mizoram","Aizawl","2026-02-24T20:10:25.354Z","148.39378201221496","56.39098934450527","57.20643383914211","8.501650372858178","0.7425062304041885","70.43408667176449","26.978470802616613","32.51367618850858","9.83020246393363","329.4400281263774","8.005441992246102","86.85899552813875","1114.2112488693688","6099.43992743765","13325.000059938404","2261.609935149597","Agricultural"
"pol-17","Nagaland","Kohima","2026-02-24T19:10:25.354Z","121.2069969962428","264.18785254095263","3.787944220495314","4.3442103479782554","37.38124902178272","16.96491405592021","27.34852660744521","46.37715200901147","7.964857312181886","335.3017938335486","23.568253530122604","78.46046850662843","1270.2553667438833","2746.046713689233","3050.81961122275","9942.906658819402","Industrial"
"pol-18","Odisha","Bhubaneswar","2026-02-24T18:10:25.354Z","183.7172388209773","64.81742159574435","56.63489844366141","7.931614140410216","10.244566832856572","61.52062657541409","30.170912695809854","38.30223378401825","11.972778382356712","85.74940957621723","24.402489098195403","88.31044134986605","1455.877422872302","8797.321369876361","10717.507638646635","2015.3874688379715","Agricultural"
"pol-19","Punjab","Ludhiana","2026-02-24T17:10:25.354Z","135.31616216996022","142.63305673400677","39.204427616480466","3.741206358953877","16.875185350039075","7.522546714188893","21.09991703939384","48.683103411697914","3.972307397727068","167.17529780897252","26.25955670713734","80.21002948361541","51.261142384243286","5635.869422706159","17812.44671585402","1319.5572138684797","Vehicular"
"pol-20","Rajasthan","Jaipur","2026-02-24T16:10:25.354Z","108.5568679872917","31.69188687696488","29.13055229485674","6.7503552842809","17.276424370082378","52.634121056775655","26.866189943347486","34.55012346344081","13.6051200941878","273.40063550489634","32.20907754442857","78.65345046996418","1874.5609832100047","3384.3708612189207","18633.588775399654","5801.660997737842","Industrial"
"pol-21","Sikkim","Gangtok","2026-02-24T15:10:25.354Z","73.45382727523777","152.93618022551607","9.783572822092674","6.173642870380026","5.944243829294754","59.28163639630184","16.342015499707937","54.133303934419864","8.189756606954537","104.47725673863658","16.27060194599584","88.39284210462478","1445.1699673768223","63.94383741936682","8552.22671211545","8618.76779790551","Natural"
"pol-22","Tamil Nadu","Chennai","2026-02-24T14:10:25.354Z","140.0576999483204","204.48626163612323","28.66018356783549","7.254915435413474","47.87501331634573","92.55613491177499","17.40576381711452","54.03514957641325","3.7772318636315525","153.80008984338974","28.514086602825547","79.88590187572979","1844.4966803603184","6398.228138657189","10194.28466911434","4669.859843320838","Natural"
"pol-23","Telangana","Hyderabad","2026-02-24T13:10:25.354Z","91.32186147087558","130.8729495486813","36.861691658440435","0.45697217186640104","4.33145464478949","43.36761736287665","20.285253929363122","26.577693245446664","23.584350705600066","261.3406220691984","15.172392814300006","90.83497117522485","1268.2642880379528","9158.586048606036","7274.086596306213","7249.961957195414","Burning"
"pol-24","Tripura","Agartala","2026-02-24T12:10:25.354Z","172.95097070420604","74.8078087601747","69.85767852721747","3.8074007596327073","44.115557519591825","62.33951594046866","35.524329064585935","72.0823245930861","16.891061178777413","94.13045230899861","19.999778750912864","75.46869566382135","763.6657981726152","2597.8944695720174","16122.684677884397","5771.478376727588","Industrial"
"pol-25","Uttar Pradesh","Lucknow","2026-02-24T11:10:25.354Z","111.6786938872114","293.6419155516196","34.36519646454829","2.164618651921039","11.646905400278595","26.946488057784933","32.514932442235065","29.65039996675889","3.4020622851786584","256.0199290414013","29.48889627748057","72.23042499998584","1004.2534188094767","3235.3234539669274","18477.74559792333","8112.293230599807","Natural"
"pol-26","Uttarakhand","Dehradun","2026-02-24T10:10:25.354Z","102.22880770458138","211.86724405299177","72.97332079951164","1.4130591488428745","48.92215281267397","85.8095291357131","28.03142362482013","49.48923091693303","23.808059106276954","17.382922990106188","15.914882386576403","80.96273046224857","443.63379074297814","182.46494641839473","8308.06586376957","5712.390003865382","Vehicular"
"pol-27","West Bengal","Kolkata","2026-02-24T09:10:25.354Z","119.82994749523992","67.53714625452649","36.633578798771325","2.0896303727510244","17.07102257906103","36.17531297478522","26.91137915776022","37.63112462773998","11.718900207614535","229.55918293009924","34.333580735741904","73.42879038765028","1014.6483732588358","4033.4294877466036","3726.169529268484","1178.00657535859","Burning"
"pol-28","Delhi","New Delhi","2026-02-24T08:10:25.354Z","22.70296098604623","248.11595975523173","65.01300091385187","5.519898752636093","6.576719797868807","64.89749931681952","17.108856536754224","21.04964008206956","10.849101844088418","151.2464620673525","34.361457828804994","73.5751013768467","1031.6441841244546","9810.08447555324","16398.46942094319","5472.9272738057725","Natural"
"pol-29","Andhra Pradesh","Visakhapatnam","2026-02-24T07:10:25.354Z","24.22147702815607","132.57436860817816","3.0397203719440835","9.401516728489787","31.381930635211212","47.403940244993535","35.066011126640156","70.54765507312544","17.3579742147617","53.03053577842855","35.962750347839545","74.7098682473751","1295.8122788128221","6648.886479419154","13132.41388435443","9796.308217499905","Natural"
"pol-30","Arunachal Pradesh","Itanagar","2026-02-24T06:10:25.354Z","61.69401540463466","252.84726649947584","46.37830836677842","1.7030665016307778","29.894781069231875","77.1712701782637","36.3354800883107","75.0702234833614","14.239000026234777","268.81205906810135","20.121071344279052","79.92835594825407","59.39842355514058","2866.387685571381","17651.59696653751","4729.958621802405","Vehicular"
"pol-31","Assam","Guwahati","2026-02-24T05:10:25.354Z","139.4441491008796","265.76421458974255","16.407549241073724","9.714869712589895","15.776172001980143","0.015207730193189661","17.983394413402575","69.85452319015815","13.143805233536831","96.13244620631626","31.843639159287036","68.88540790420167","665.6043134621468","3074.5733215770697","5629.008564061662","3914.335541819909","Industrial"
"pol-32","Bihar","Patna","2026-02-24T04:10:25.354Z","91.02297375966127","289.5840333347173","51.03336220896358","4.909275707383001","49.364905673505746","59.08187515222868","34.47244416983601","55.79688202902957","17.48114784476609","324.1263696936664","31.713130308194117","86.20807081720905","635.7332316576785","1073.0784966286078","18395.905807893618","5497.162031372319","Industrial"
"pol-33","Chhattisgarh","Raipur","2026-02-24T03:10:25.354Z","15.271769925422296","220.1773435321529","10.527978795867003","6.205030992115196","3.795609886177531","60.75585004636448","21.708217212435635","76.09229995751662","17.485305948777157","98.74204899162802","32.69294416267583","87.25292257086775","1235.8031185313278","8230.499684067163","13322.781271695387","8065.781475329742","Natural"
"pol-34","Goa","Panaji","2026-02-24T02:10:25.354Z","27.887120409308185","67.51412634857905","62.67663762292031","9.420503832917479","20.888010304364762","40.423595641167076","29.667822884083385","51.97841832605394","3.422098779507379","316.60577476907986","29.181394773102536","78.38369695631548","1068.3178603838367","6360.473093110877","104.72991730686499","6322.986793723433","Natural"
"pol-35","Gujarat","Ahmedabad","2026-02-24T01:10:25.354Z","54.294771608922396","45.239001475768816","68.7523838477567","5.9737704903356725","6.023674789726218","22.26151913565949","32.89454523405445","38.92693652334103","10.612862421582065","221.90316872533253","27.39764710205748","84.90837928503834","539.0762465605033","2826.4609700878273","2216.970538483296","8339.749572238668","Natural"
"pol-36","Haryana","Gurugram","2026-02-24T00:10:25.354Z","115.54733424003929","175.95486892916642","42.706332115585795","4.91549553958749","18.379798741567832","99.76110612604727","27.752026071641332","73.9401174060394","18.31965027344444","335.1888315040907","25.292421518070526","79.86394783333877","859.0425126560923","9210.37916473946","19312.523725800955","4696.065861753748","Natural"
"pol-37","Himachal Pradesh","Shimla","2026-02-23T23:10:25.354Z","113.99328863519966","277.235398368508","27.895021457479867","8.148816132838284","10.678945448590959","19.035357338304713","24.71172508212694","72.16461137337122","19.783878878977497","8.564265573290587","20.000959079832917","70.86909034037694","437.61783501933473","6650.00729431917","15141.192194407575","2450.5953081635935","Agricultural"
"pol-38","Jharkhand","Ranchi","2026-02-23T22:10:25.354Z","61.2943176322086","27.247413268753597","46.75254178001378","8.762829164171096","43.925969549968656","38.310591467598684","33.42321603494648","31.3059219804002","7.358418501264843","49.85818734536072","11.048936150171365","68.13314061538028","1075.863424430554","2269.5465467955923","1867.7868740010829","6173.649133212913","Industrial"
"pol-39","Karnataka","Bengaluru","2026-02-23T21:10:25.354Z","190.82373465404135","41.1473548585766","47.78908407912237","3.2133804432757342","12.860565435260868","87.20117881444855","25.73378494833584","61.71225079937705","8.413827629848104","291.94651953194915","10.880067846777767","89.26638543033704","1834.861730798089","1731.6615167528305","1142.5359101893773","7724.002773490451","Burning"
"pol-40","Kerala","Thiruvananthapuram","2026-02-23T20:10:25.354Z","186.40228930862034","292.91789400264867","2.888679424980092","9.153723506838281","26.345522100389257","36.45432893040416","18.392918135259798","29.14337280089409","16.638471484298215","96.01378031425344","10.957621561348212","70.79160522145561","996.6644104863735","1546.398674225149","15429.980470864191","5950.138534715807","Industrial"
"pol-41","Madhya Pradesh","Bhopal","2026-02-23T19:10:25.354Z","176.35754911973305","230.23008405076612","22.646051151347297","9.675391375480988","46.85779066496968","33.03658535476847","31.98482916722157","59.58406390852589","3.4557823860966703","308.79664619265","12.872023716979324","73.12145348764746","282.02941625428355","7129.952054768659","6432.635188697571","9834.680415126319","Burning"
"pol-42","Maharashtra","Mumbai","2026-02-23T18:10:25.354Z","69.12298391739637","155.99314566383217","25.960710879885383","5.272633754811245","35.68429041582384","71.17882270841342","28.171375387469503","34.330802789678586","22.022246345147103","79.47155376232236","31.332062462310095","71.63647819836324","70.16200659697435","5445.512124687394","13991.866560106979","397.1539598933682","Agricultural"
"pol-43","Manipur","Imphal","2026-02-23T17:10:25.354Z","22.244355732501408","154.20540444277825","14.387008284468727","0.6877116444296305","36.05858846971092","37.65867029257374","25.551237837637448","61.024397513552124","7.241061596505355","349.340243341168","10.76727026627418","85.65618497363789","156.24034265122998","8664.258128971265","15774.140357157043","3980.3152986536293","Natural"
"pol-44","Meghalaya","Shillong","2026-02-23T16:10:25.354Z","21.53843234105539","40.76814317941032","57.573054172592244","7.0763860630042625","40.89784390137841","15.96273244932197","17.99517084341033","74.32191828712278","20.720203301689168","66.65829146301564","15.103852840973385","87.56327510409503","1972.6909204618141","5603.9567185642745","13147.113450839252","4329.96262811553","Natural"
"pol-45","Mizoram","Aizawl","2026-02-23T15:10:25.354Z","154.6702010078346","236.01864703108635","68.24545707465224","2.7955707413895925","31.759275343269","33.28893138595481","38.67961379630441","29.610465376609156","2.202095463404902","136.97730623056808","21.978913808624277","78.96260436553075","1642.2561087977006","2665.1349394548065","17932.79094160039","3527.3876278665084","Industrial"
"pol-46","Nagaland","Kohima","2026-02-23T14:10:25.354Z","121.02066950920343","161.0882045404137","63.70518809722944","3.9016173710656465","39.118522772820555","62.01234187923323","18.3549961459586","55.010033073737276","11.225888142547987","330.19567719032966","32.338008039287175","68.59917719459912","506.1206469300761","9930.934586661962","7122.455637151548","8743.867328880602","Burning"
"pol-47","Odisha","Bhubaneswar","2026-02-23T13:10:25.354Z","49.82159973037981","17.46137995090329","67.21241861346424","8.298273066728926","32.30459150319142","43.363804648771186","28.456398687352305","54.018401107974306","19.41101029873543","310.5906346689094","8.76982566858402","87.29085349802337","474.96783621366603","5215.041703785214","2863.1619742519465","3898.5028881812177","Vehicular"
"pol-48","Punjab","Ludhiana","2026-02-23T12:10:25.354Z","108.02157515135535","239.24741079497855","38.776533843799015","0.20317034457892347","18.423356704284455","45.834626456470616","38.83451678362323","58.39556887621689","4.909579515122769","137.88141451162863","10.600406315906175","87.47186937955098","268.08677266814664","8725.731020914243","16366.165080889941","5369.960701152006","Vehicular"
"pol-49","Rajasthan","Jaipur","2026-02-23T11:10:25.354Z","101.24798896344504","63.35173555159855","65.00549752438285","1.2932624490743927","35.29562549917335","89.85931033116728","24.55297892304418","33.20103724672939","9.02139705019995","197.0802789530142","19.37417659151162","89.35000252057185","1058.1498324743454","1057.5420328471407","11878.831421326931","1245.129914714118","Industrial"
"pol-50","Sikkim","Gangtok","2026-02-23T10:10:25.354Z","50.201015077561365","162.22408827919793","11.972701852766203","6.942209125426306","20.92809006011952","22.78003100722489","37.58660852695779","62.803710011038575","19.436707988748953","346.823741040431","15.196143586612683","75.53629743416981","600.4539071496771","4087.5216620907395","19156.06120041846","538.0982592757066","Agricultural"
"pol-51","Tamil Nadu","Chennai","2026-02-23T09:10:25.354Z","28.14148918517636","227.73653595386958","31.57993580235707","2.7133132861333675","28.159103908836798","4.7189145758687046","32.21032115879832","32.17145341087365","9.261679244561066","357.67270814259007","28.641287636595486","70.50998920226967","1248.3943241538875","4631.453531496118","2783.8737180911767","5731.2486580756695","Burning"
"pol-52","Telangana","Hyderabad","2026-02-23T08:10:25.354Z","39.807158055101134","149.6655923825824","66.81811775365689","6.426883104418918","27.9724314472667","18.41584124993726","18.787837796340533","42.63944425093003","16.77972765152141","159.71233048775167","30.97696234780132","68.63784076979995","1889.2025405791794","959.8884699855503","19441.003481883447","2004.900709976818","Industrial"
"pol-53","Tripura","Agartala","2026-02-23T07:10:25.354Z","83.71021329316815","157.8188129992925","36.01474611637034","3.920829932663077","1.2539873644844768","27.176816597118915","21.34954400908014","29.684635385649653","4.373372386945995","286.9159758657258","18.002935482888397","90.06698887938123","644.6783430960614","2752.6352458029855","13351.087169649283","3563.8464584067233","Natural"
"pol-54","Uttar Pradesh","Lucknow","2026-02-23T06:10:25.354Z","82.82115777117937","247.6691785952308","58.00075349555267","7.968190802396165","37.30269436179954","76.16346701933708","18.947328205160545","30.37874205202718","12.446376260538269","177.740643065776","32.823931583491806","91.82142056264895","1299.1082764382256","2454.6878248602234","19738.953761432203","1345.560221878429","Industrial"
"pol-55","Uttarakhand","Dehradun","2026-02-23T05:10:25.354Z","0.7755757306141753","220.17812330002982","42.28913141160426","0.43889373389438213","7.40255187287015","38.706493916768316","35.48644072388856","36.918435165857346","14.771970731288347","7.265449412419711","23.74018525529334","86.84028259053979","404.5395839619765","7567.030557625034","1908.0411504992067","9104.660221505988","Vehicular"
"pol-56","West Bengal","Kolkata","2026-02-23T04:10:25.354Z","127.94505093219803","121.34020902856665","65.92575850661761","2.414690021798985","1.2362739891805863","47.98347141314699","31.085516602551614","77.4155527300107","18.1680843963935","128.0014873843068","12.288000221984275","71.20868914411963","396.46246298899524","1206.418354968004","5179.385338826508","3970.5887494397875","Vehicular"
"pol-57","Delhi","New Delhi","2026-02-23T03:10:25.354Z","194.9028846778776","296.76065878113974","15.54056934877031","6.522834512807392","9.217579431364303","56.94249821544008","16.21923327094722","48.804128884247504","2.0824710769924204","34.7927354608654","8.169537862905802","84.34261001098301","271.61656782978594","9705.317602608407","18485.805933951706","2039.907871199611","Agricultural"
"pol-58","Andhra Pradesh","Visakhapatnam","2026-02-23T02:10:25.354Z","141.03638622675524","111.52057285999129","18.22355686430951","5.989316395369741","20.053690478207947","35.46966837677993","36.86017302363449","63.59530963899398","4.064693122440877","324.5892897608299","12.880735496715017","92.72605391790404","1927.2844364275127","1377.1935260988498","19868.973966294932","4270.490940065017","Industrial"
"pol-59","Arunachal Pradesh","Itanagar","2026-02-23T01:10:25.354Z","4.756899725851649","30.18724566319877","27.278201799877102","6.3539986935828905","15.946835052338443","90.39830306157782","39.174808735814906","29.37536902100417","4.098444693789416","14.099193971070525","26.89306672130445","72.8657310903601","1986.985330699599","6499.152379666469","6601.44198502288","3601.069254497986","Natural"
"pol-60","Assam","Guwahati","2026-02-23T00:10:25.354Z","24.110985938253936","171.2666708958441","58.320319397425706","5.182927083432128","47.24764730570943","58.59359313197848","23.798034792257535","65.98606217436824","0.6686970036927226","132.09248397389905","30.707605733834225","90.56562564990266","1811.2323432029732","1651.9125115522338","19040.22858725972","4030.837275753494","Industrial"
"pol-61","Bihar","Patna","2026-02-22T23:10:25.354Z","61.92332886452117","220.69573219906655","1.9751634916654215","3.6464486860680934","15.262134582304093","16.425301566368276","18.90353150848899","55.2713079260317","5.109707233243455","122.45398849635103","22.083093150293006","85.09101622196962","164.36044054180266","1184.7415924074123","18047.18589150096","9451.508711961214","Industrial"
"pol-62","Chhattisgarh","Raipur","2026-02-22T22:10:25.354Z","7.547582523436169","96.5754226695275","9.419770366107807","9.961304109075849","46.594655101479","89.77526306354264","15.474446615285798","39.84285107060853","21.030420525298663","19.781018632598677","11.581567787125039","83.39042535808474","872.3932068738171","5191.336485377649","9237.49585642239","2871.0348524251026","Natural"
"pol-63","Goa","Panaji","2026-02-22T21:10:25.354Z","157.72202397918585","185.9968444347265","39.17999355226793","0.4515348228161842","11.013611098624615","55.1336363335692","30.068985200585747","73.0497700884008","11.259641722333042","89.79235023122354","24.56152312983914","76.85440167909998","1729.0866655067225","5085.567233998953","3374.110220829134","4158.963809740569","Burning"
"pol-64","Gujarat","Ahmedabad","2026-02-22T20:10:25.354Z","105.80389971546427","226.04980866081266","74.07848164753281","7.087490163810345","9.634316594501351","20.02555915948455","28.816680748208242","52.65744513807376","7.489427357808934","67.57729886236515","8.915905652860383","77.45666677803526","225.77435272989055","6875.612791257544","3687.571621626273","6987.408641533888","Vehicular"
"pol-65","Haryana","Gurugram","2026-02-22T19:10:25.354Z","17.206676668784105","251.75710859591425","56.49895652971473","0.7387271015365537","19.15610423524986","7.8320351834140105","15.229217495333417","49.71287699909787","20.16006310008822","354.1283957064143","23.153992082148918","71.23443051209011","779.983721668878","4951.2569988702335","7799.126441316626","9203.896563504099","Burning"
"pol-66","Himachal Pradesh","Shimla","2026-02-22T18:10:25.354Z","110.92298291133864","101.28164787285453","16.110041779948574","5.689061081409482","37.647452916542825","19.797122359107476","24.89038620861801","55.493197935994814","5.341553646869326","220.09430228259586","12.312529869964298","87.08299820944497","125.19944166324848","1332.1069419210662","2742.436408611888","90.55853564373773","Industrial"
"pol-67","Jharkhand","Ranchi","2026-02-22T17:10:25.354Z","145.52927691040694","180.9307474736764","20.149492059625594","1.8046229751313225","15.28779493204252","62.85471332495916","38.3111278050567","55.7791681934074","20.8159920437653","355.7983195446065","32.88012214250857","74.5242078431095","1870.0738996677642","4119.575930052017","7302.849026227378","8875.678557892323","Burning"
"pol-68","Karnataka","Bengaluru","2026-02-22T16:10:25.354Z","107.65030515858835","203.39442130450988","27.38800719859256","8.238830608932362","49.26020204576092","85.40206322614824","36.725390218387545","28.27903336286023","24.182771973872548","97.60136143069525","12.403040000035498","73.53668715109782","998.5096595360714","6956.335999559783","15097.580077057197","7368.841550880595","Natural"
"pol-69","Kerala","Thiruvananthapuram","2026-02-22T15:10:25.354Z","195.45040468274868","178.58156461806348","53.69319929432423","8.938913873724832","15.666104318658803","42.205584014925975","37.31821074658903","47.746353216445016","15.864899528808982","243.6365228583114","30.04950229939227","68.22217615271718","32.82552530458571","4052.6814468771454","18702.236448033676","7775.114480342846","Vehicular"
"pol-70","Madhya Pradesh","Bhopal","2026-02-22T14:10:25.354Z","133.95119461951148","104.59355831697307","47.35147572224151","8.85235627809535","30.29307274429248","67.11537857794356","24.200134257399547","51.386663745971354","16.12554637872872","249.07459253552625","20.505679760647965","83.01703617979447","156.4986823046781","7863.214542259966","19973.213247873206","6001.774799219752","Vehicular"
"pol-71","Maharashtra","Mumbai","2026-02-22T13:10:25.354Z","79.25366785088922","126.50183545968646","33.328347956498085","6.802917941752465","3.8689020950033237","32.525264577246226","17.028781282901846","45.8114481944318","4.575031734196494","29.375463584761373","21.68539699578569","77.6019729844303","467.08052363013365","8885.132139552506","15384.259528890729","6229.946269067596","Vehicular"
"pol-72","Manipur","Imphal","2026-02-22T12:10:25.354Z","75.05759302081525","71.05517913041857","16.06585180077035","0.5570685282223109","38.31555198880221","94.86447847160491","38.506939451021054","27.733594178870362","4.005125272728927","12.968115945585158","22.429517815394117","91.26519170654227","276.0953372041679","8088.681222182864","15215.668444001438","9430.730327685718","Natural"
"pol-73","Meghalaya","Shillong","2026-02-22T11:10:25.354Z","191.18292945614547","263.8808055554187","18.17366563496173","1.2722191614864542","9.456984465387269","30.20279116315374","32.21652839448984","34.44260954176068","17.35590366132172","291.22070550391976","14.811941825952882","88.54663154287968","196.5900614594882","3608.4447548649723","11838.80854328472","3152.8067282671113","Natural"
"pol-74","Mizoram","Aizawl","2026-02-22T10:10:25.354Z","36.68580223498794","84.72792438246388","18.982843620381942","8.757220635931844","13.136378694568036","88.0308688725139","19.17524703609424","36.23112616830137","11.627069836684104","107.4353502866817","12.404654997469757","89.77807065355678","75.25317658384401","8550.387845675594","10572.392229736217","5037.351010626398","Natural"
"pol-75","Nagaland","Kohima","2026-02-22T09:10:25.354Z","122.0933212149008","287.5433158423481","52.282064474708676","0.8582357877806368","19.859140947967575","39.84483435427823","20.127406526714253","38.43352868565869","7.038694876902935","82.34841928003456","21.510103916716638","79.96472495922599","1635.6826588695137","6694.9490618876835","11771.20741086599","1597.2027071347761","Agricultural"
"pol-76","Odisha","Bhubaneswar","2026-02-22T08:10:25.354Z","109.51048173975889","29.514029293832866","8.792377090938146","0.6062185608897586","40.0983633018126","94.96929879789988","32.18421799033074","70.89943905248776","14.724693587927353","284.8852272179823","27.213443355165623","70.45541960953119","1668.7464002712147","8799.121850416943","18255.523163992595","4814.016487595683","Natural"
"pol-77","Punjab","Ludhiana","2026-02-22T07:10:25.354Z","63.427754015632786","179.0087036584434","12.235664107364093","4.872951593007388","20.286118663098556","45.17768055546132","22.911337530677482","36.85779632520104","9.422794246503067","93.64536176897963","17.666490444563184","84.57925714537151","329.11830277578156","7936.3117038283335","6295.923735430891","4533.170839404815","Burning"
"pol-78","Rajasthan","Jaipur","2026-02-22T06:10:25.354Z","43.91352408995974","12.421927702839586","38.19349676076881","0.5151016913883466","26.25590086773758","79.53330067235682","20.83871928617907","32.365772014984344","24.578216750999854","77.54753617673565","26.804046758937222","81.87577459429723","1916.4273255686485","5463.608336450614","2722.884522915434","7760.08702937841","Natural"
"pol-79","Sikkim","Gangtok","2026-02-22T05:10:25.354Z","44.192933234547695","28.900221712063356","64.79748551753113","4.90697754063701","14.101668681625917","75.72746832314759","36.49177155322403","54.18891899923775","13.935065774071365","42.541031355123934","8.547038991015516","88.86444935643298","1698.1997552502025","4891.996949199474","13969.867090236636","3619.0234639303267","Natural"
