station,date,to_date,pm25,pm10,no2,so2,co,ozone
AHEMEDABAD,23-03-2025 00:00,24-03-2025 00:00,,,,37.1,0.32,59.89
AHEMEDABAD,24-03-2025 00:00,25-03-2025 00:00,,,,37.86,0.32,71.77
AHEMEDABAD,25-03-2025 00:00,26-03-2025 00:00,,,74.91,32.36,0.45,65.13
AHEMEDABAD,26-03-2025 00:00,27-03-2025 00:00,,,46.34,35.49,0.28,49.48
AHEMEDABAD,27-03-2025 00:00,28-03-2025 00:00,,,42.08,24.99,0.18,40.79
AHEMEDABAD,28-03-2025 00:00,29-03-2025 00:00,,,38.04,24.45,0.05,54.32
AHEMEDABAD,29-03-2025 00:00,30-03-2025 00:00,,,43.2,32.28,,64.71
AHEMEDABAD,30-03-2025 00:00,31-03-2025 00:00,,,46.22,39.26,,72.46
AHEMEDABAD,31-03-2025 00:00,01-04-2025 00:00,,,44.43,34.01,,70.7
AHEMEDABAD,01-04-2025 00:00,02-04-2025 00:00,34.24,79.38,39.45,21.46,0.26,76.01
AHEMEDABAD,02-04-2025 00:00,03-04-2025 00:00,,,,,,
AHEMEDABAD,03-04-2025 00:00,04-04-2025 00:00,,,,,,
AHEMEDABAD,04-04-2025 00:00,05-04-2025 00:00,,,,,,
AHEMEDABAD,05-04-2025 00:00,06-04-2025 00:00,,,,,,
AHEMEDABAD,06-04-2025 00:00,07-04-2025 00:00,,,,,,
AHEMEDABAD,07-04-2025 00:00,08-04-2025 00:00,83.63,145.72,88.58,10.65,0.85,54.05
AHEMEDABAD,08-04-2025 00:00,09-04-2025 00:00,65.37,118.61,64.54,24.12,0.46,61.76
AHEMEDABAD,09-04-2025 00:00,10-04-2025 00:00,53.06,100.69,51.96,21.1,0.36,61.23
AHEMEDABAD,10-04-2025 00:00,11-04-2025 00:00,32.2,60.74,42.68,28.03,0.2,67.18
AHEMEDABAD,11-04-2025 00:00,12-04-2025 00:00,19.33,35.47,39.76,19.6,0.12,51.15
AHEMEDABAD,12-04-2025 00:00,13-04-2025 00:00,17.65,31.98,38.24,9.15,0.06,47.16
AHEMEDABAD,13-04-2025 00:00,14-04-2025 00:00,16.06,28.13,38.11,14.28,0.0,50.17
AHEMEDABAD,14-04-2025 00:00,15-04-2025 00:00,17.87,32.84,34.93,17.02,0.16,54.16
AHEMEDABAD,15-04-2025 00:00,16-04-2025 00:00,14.62,26.24,33.61,14.16,0.37,55.88
AHEMEDABAD,16-04-2025 00:00,17-04-2025 00:00,40.71,73.17,36.37,10.82,0.27,55.42
AHEMEDABAD,17-04-2025 00:00,18-04-2025 00:00,46.75,83.47,35.98,13.92,0.15,52.51
AHEMEDABAD,18-04-2025 00:00,19-04-2025 00:00,54.37,96.06,37.8,20.85,0.17,53.03
AHEMEDABAD,19-04-2025 00:00,20-04-2025 00:00,73.14,128.07,35.25,30.93,0.37,58.91
AHEMEDABAD,20-04-2025 00:00,21-04-2025 00:00,82.55,140.17,34.72,21.78,0.16,58.33
AHEMEDABAD,21-04-2025 00:00,22-04-2025 00:00,76.15,130.04,36.1,21.49,0.27,58.11
AHEMEDABAD,22-04-2025 00:00,23-04-2025 00:00,80.02,138.62,39.06,25.65,0.32,44.53
AHEMEDABAD,23-04-2025 00:00,24-04-2025 00:00,68.8,120.59,48.3,27.35,0.29,43.46
AHEMEDABAD,24-04-2025 00:00,25-04-2025 00:00,77.27,132.66,41.43,33.31,0.32,39.2
AHEMEDABAD,25-04-2025 00:00,26-04-2025 00:00,58.36,101.81,33.81,32.95,0.35,44.7
AHEMEDABAD,26-04-2025 00:00,27-04-2025 00:00,63.65,111.98,33.87,19.67,0.29,37.92
AHEMEDABAD,27-04-2025 00:00,28-04-2025 00:00,64.33,113.34,35.49,30.16,0.11,38.91
AHEMEDABAD,28-04-2025 00:00,29-04-2025 00:00,61.7,109.37,34.7,25.73,0.21,38.25
AHEMEDABAD,29-04-2025 00:00,30-04-2025 00:00,60.77,108.13,33.43,15.71,0.21,32.68
AHEMEDABAD,30-04-2025 00:00,01-05-2025 00:00,56.83,99.73,35.06,36.0,0.09,28.0
AHEMEDABAD,01-05-2025 00:00,02-05-2025 00:00,57.17,99.66,35.51,,,34.77
AHEMEDABAD,02-05-2025 00:00,03-05-2025 00:00,55.47,96.83,32.15,19.39,0.59,38.11
AHEMEDABAD,03-05-2025 00:00,04-05-2025 00:00,51.42,91.88,25.81,21.45,0.47,32.48
AHEMEDABAD,04-05-2025 00:00,05-05-2025 00:00,47.39,86.37,24.76,10.33,0.25,24.23
AHEMEDABAD,05-05-2025 00:00,06-05-2025 00:00,63.36,78.09,26.73,9.27,0.2,26.71
AHEMEDABAD,06-05-2025 00:00,07-05-2025 00:00,24.14,42.87,25.94,5.1,0.27,38.38
AHEMEDABAD,07-05-2025 00:00,08-05-2025 00:00,14.93,26.45,25.45,4.01,0.21,32.48
AHEMEDABAD,08-05-2025 00:00,09-05-2025 00:00,23.68,48.12,25.02,3.75,0.25,33.29
AHEMEDABAD,09-05-2025 00:00,10-05-2025 00:00,21.65,45.25,24.44,3.56,0.16,45.36
AHEMEDABAD,10-05-2025 00:00,11-05-2025 00:00,33.76,65.44,24.28,3.65,0.11,38.85
AHEMEDABAD,11-05-2025 00:00,12-05-2025 00:00,41.96,78.48,24.9,3.6,0.03,31.13
AHEMEDABAD,12-05-2025 00:00,13-05-2025 00:00,38.87,72.79,22.17,3.7,0.01,33.56
AHEMEDABAD,13-05-2025 00:00,14-05-2025 00:00,45.73,81.83,20.83,3.77,0.27,33.4
AHEMEDABAD,14-05-2025 00:00,15-05-2025 00:00,49.8,87.91,17.91,4.61,0.46,34.41
AHEMEDABAD,15-05-2025 00:00,16-05-2025 00:00,44.41,80.64,10.04,5.34,0.28,31.9
AHEMEDABAD,16-05-2025 00:00,17-05-2025 00:00,36.13,66.86,8.6,5.19,0.48,28.44
AHEMEDABAD,17-05-2025 00:00,18-05-2025 00:00,33.52,61.55,8.07,5.03,0.36,24.99
AHEMEDABAD,18-05-2025 00:00,19-05-2025 00:00,35.32,64.22,7.17,5.82,0.1,28.31
AHEMEDABAD,19-05-2025 00:00,20-05-2025 00:00,46.07,81.21,9.81,6.71,0.39,31.47
AHEMEDABAD,20-05-2025 00:00,21-05-2025 00:00,45.13,80.39,17.97,17.73,0.57,30.44
AHEMEDABAD,21-05-2025 00:00,22-05-2025 00:00,40.06,71.38,12.08,1.72,0.27,47.05
AHEMEDABAD,22-05-2025 00:00,23-05-2025 00:00,39.81,72.81,11.51,5.84,0.45,48.59
AHEMEDABAD,23-05-2025 00:00,24-05-2025 00:00,54.02,102.62,25.23,11.71,0.61,47.81
AHEMEDABAD,24-05-2025 00:00,25-05-2025 00:00,44.95,83.54,12.8,8.98,0.16,45.1
AHEMEDABAD,25-05-2025 00:00,26-05-2025 00:00,66.89,125.57,12.14,8.21,0.21,35.93
AHEMEDABAD,26-05-2025 00:00,27-05-2025 00:00,53.76,93.23,14.62,6.29,0.36,38.32
AHEMEDABAD,27-05-2025 00:00,28-05-2025 00:00,70.96,128.04,16.85,4.11,0.36,15.8
AHEMEDABAD,28-05-2025 00:00,29-05-2025 00:00,50.13,88.65,,2.84,,8.63
AHEMEDABAD,29-05-2025 00:00,30-05-2025 00:00,39.62,68.27,,3.16,,9.73
AHEMEDABAD,30-05-2025 00:00,31-05-2025 00:00,51.46,91.68,,2.92,,8.2
AHEMEDABAD,31-05-2025 00:00,01-06-2025 00:00,43.55,78.22,,2.64,,7.54
AHEMEDABAD,01-06-2025 00:00,02-06-2025 00:00,41.61,74.23,,2.99,,7.74
AHEMEDABAD,02-06-2025 00:00,03-06-2025 00:00,43.76,76.47,,3.14,,8.2
AHEMEDABAD,03-06-2025 00:00,04-06-2025 00:00,39.2,69.19,,3.67,,22.14
AHEMEDABAD,04-06-2025 00:00,05-06-2025 00:00,59.02,100.87,,4.71,0.74,29.84
AHEMEDABAD,05-06-2025 00:00,06-06-2025 00:00,60.09,104.33,7.83,3.7,0.94,17.57
AHEMEDABAD,06-06-2025 00:00,07-06-2025 00:00,61.9,109.27,,3.5,0.8,14.0
AHEMEDABAD,07-06-2025 00:00,08-06-2025 00:00,50.0,87.76,,3.23,0.25,17.48
AHEMEDABAD,08-06-2025 00:00,09-06-2025 00:00,48.21,84.7,,3.3,0.05,17.51
AHEMEDABAD,09-06-2025 00:00,10-06-2025 00:00,46.3,80.48,,3.19,0.0,14.82
AHEMEDABAD,10-06-2025 00:00,11-06-2025 00:00,37.67,65.79,,3.0,0.2,14.09
AHEMEDABAD,11-06-2025 00:00,12-06-2025 00:00,30.16,54.09,,3.77,0.32,12.45
AHEMEDABAD,12-06-2025 00:00,13-06-2025 00:00,42.56,73.82,8.5,6.12,0.31,14.77
AHEMEDABAD,13-06-2025 00:00,14-06-2025 00:00,59.18,101.98,11.36,5.87,0.29,15.96
AHEMEDABAD,14-06-2025 00:00,15-06-2025 00:00,53.13,96.84,11.82,5.59,0.23,21.45
AHEMEDABAD,15-06-2025 00:00,16-06-2025 00:00,20.06,38.63,10.97,5.49,0.07,33.09
AHEMEDABAD,16-06-2025 00:00,17-06-2025 00:00,21.21,43.06,11.56,5.52,0.05,24.01
AHEMEDABAD,17-06-2025 00:00,18-06-2025 00:00,12.74,22.54,11.89,5.38,0.37,14.42
AHEMEDABAD,18-06-2025 00:00,19-06-2025 00:00,32.09,57.54,10.51,3.92,0.5,11.17
AHEMEDABAD,19-06-2025 00:00,20-06-2025 00:00,31.34,56.51,,1.71,0.6,9.4
AHEMEDABAD,20-06-2025 00:00,21-06-2025 00:00,29.56,55.01,,8.45,0.46,7.45
AHEMEDABAD,21-06-2025 00:00,22-06-2025 00:00,29.94,54.6,,4.25,0.5,6.1
AHEMEDABAD,22-06-2025 00:00,23-06-2025 00:00,30.11,54.23,,4.58,1.3,7.09
AHEMEDABAD,23-06-2025 00:00,24-06-2025 00:00,25.43,44.02,,4.76,1.02,7.14
AHEMEDABAD,24-06-2025 00:00,25-06-2025 00:00,30.74,54.92,31.44,4.58,0.64,4.84
AHEMEDABAD,25-06-2025 00:00,26-06-2025 00:00,33.08,59.75,29.23,4.32,0.41,7.59
AHEMEDABAD,26-06-2025 00:00,27-06-2025 00:00,26.67,48.91,39.31,4.18,0.23,9.52
AHEMEDABAD,27-06-2025 00:00,28-06-2025 00:00,25.18,44.02,31.13,4.54,0.13,8.94
AHEMEDABAD,28-06-2025 00:00,29-06-2025 00:00,21.76,37.36,33.33,4.71,0.03,13.45
AHEMEDABAD,29-06-2025 00:00,30-06-2025 00:00,18.59,33.85,34.19,4.95,0.03,9.35
AHEMEDABAD,30-06-2025 00:00,01-07-2025 00:00,23.35,40.05,74.98,4.9,0.05,9.48
AHEMEDABAD,01-07-2025 00:00,02-07-2025 00:00,24.56,44.12,27.73,4.9,0.32,8.44
AHEMEDABAD,02-07-2025 00:00,03-07-2025 00:00,29.22,51.64,43.66,4.79,0.83,7.41
AHEMEDABAD,03-07-2025 00:00,04-07-2025 00:00,23.12,41.6,29.7,4.48,0.43,8.35
AHEMEDABAD,04-07-2025 00:00,05-07-2025 00:00,19.77,36.03,27.45,1.32,0.29,9.32
AHEMEDABAD,05-07-2025 00:00,06-07-2025 00:00,19.38,35.34,17.69,1.46,0.21,7.38
AHEMEDABAD,06-07-2025 00:00,07-07-2025 00:00,23.11,42.89,38.96,1.16,0.08,8.76
AHEMEDABAD,07-07-2025 00:00,08-07-2025 00:00,26.61,46.91,13.35,1.54,0.02,9.87
AHEMEDABAD,08-07-2025 00:00,09-07-2025 00:00,34.98,62.18,12.31,7.63,0.35,9.16
AHEMEDABAD,09-07-2025 00:00,10-07-2025 00:00,39.12,69.54,59.16,5.98,0.8,8.01
AHEMEDABAD,10-07-2025 00:00,11-07-2025 00:00,35.06,61.82,42.46,5.34,0.55,6.43
AHEMEDABAD,11-07-2025 00:00,12-07-2025 00:00,29.65,52.43,35.62,5.61,0.32,7.6
AHEMEDABAD,12-07-2025 00:00,13-07-2025 00:00,29.28,51.62,33.84,4.2,0.39,8.48
AHEMEDABAD,13-07-2025 00:00,14-07-2025 00:00,26.84,46.84,29.56,3.04,0.17,10.27
AHEMEDABAD,14-07-2025 00:00,15-07-2025 00:00,26.23,46.42,27.91,3.17,0.15,8.15
AHEMEDABAD,15-07-2025 00:00,16-07-2025 00:00,40.06,70.42,25.71,2.72,0.43,8.5
AHEMEDABAD,16-07-2025 00:00,17-07-2025 00:00,48.08,84.72,24.03,2.74,0.37,8.77
AHEMEDABAD,17-07-2025 00:00,18-07-2025 00:00,49.46,87.55,21.04,2.7,0.74,9.32
AHEMEDABAD,18-07-2025 00:00,19-07-2025 00:00,44.22,77.34,19.95,2.82,0.5,8.66
AHEMEDABAD,19-07-2025 00:00,20-07-2025 00:00,28.07,48.37,21.11,3.29,0.02,5.43
AHEMEDABAD,20-07-2025 00:00,21-07-2025 00:00,22.63,41.47,16.35,3.01,0.68,9.81
AHEMEDABAD,21-07-2025 00:00,22-07-2025 00:00,22.36,39.7,19.5,2.77,1.05,16.71
AHEMEDABAD,22-07-2025 00:00,23-07-2025 00:00,33.43,58.32,16.17,2.61,0.51,15.61
AHEMEDABAD,23-07-2025 00:00,24-07-2025 00:00,29.98,52.31,15.14,3.0,0.1,11.72
AHEMEDABAD,24-07-2025 00:00,25-07-2025 00:00,27.26,51.37,15.49,2.76,0.43,13.7
AHEMEDABAD,25-07-2025 00:00,26-07-2025 00:00,23.94,49.38,13.39,3.13,0.4,14.91
AHEMEDABAD,26-07-2025 00:00,27-07-2025 00:00,33.7,67.99,15.62,2.85,0.1,12.32
AHEMEDABAD,27-07-2025 00:00,28-07-2025 00:00,20.25,39.08,12.04,2.88,0.02,11.56
AHEMEDABAD,28-07-2025 00:00,29-07-2025 00:00,21.15,42.75,15.1,3.27,0.08,8.47
AHEMEDABAD,29-07-2025 00:00,30-07-2025 00:00,27.03,55.02,12.77,2.29,0.83,10.58
AHEMEDABAD,30-07-2025 00:00,31-07-2025 00:00,35.71,72.57,15.33,1.5,1.22,12.05
AHEMEDABAD,31-07-2025 00:00,01-08-2025 00:00,47.15,93.4,14.96,1.75,0.61,9.78
AHEMEDABAD,01-08-2025 00:00,02-08-2025 00:00,37.35,75.04,17.53,1.49,0.35,17.51
AHEMEDABAD,02-08-2025 00:00,03-08-2025 00:00,31.03,63.13,14.26,1.38,0.06,21.35
AHEMEDABAD,03-08-2025 00:00,04-08-2025 00:00,21.14,43.53,9.82,1.17,0.01,16.64
AHEMEDABAD,04-08-2025 00:00,05-08-2025 00:00,21.79,44.35,11.08,1.72,0.06,15.14
AHEMEDABAD,05-08-2025 00:00,06-08-2025 00:00,23.25,46.25,10.48,1.61,0.15,16.89
AHEMEDABAD,06-08-2025 00:00,07-08-2025 00:00,27.72,56.68,11.14,1.72,0.04,16.68
AHEMEDABAD,07-08-2025 00:00,08-08-2025 00:00,30.74,61.88,10.71,2.03,0.23,20.74
AHEMEDABAD,08-08-2025 00:00,09-08-2025 00:00,31.6,63.96,10.85,2.48,0.34,20.05
AHEMEDABAD,09-08-2025 00:00,10-08-2025 00:00,27.97,56.16,9.36,2.27,0.44,19.3
AHEMEDABAD,10-08-2025 00:00,11-08-2025 00:00,28.25,56.87,9.33,3.02,0.28,20.43
AHEMEDABAD,11-08-2025 00:00,12-08-2025 00:00,23.26,46.72,9.53,2.22,0.03,19.83
AHEMEDABAD,12-08-2025 00:00,13-08-2025 00:00,20.73,42.53,10.13,1.74,0.15,16.58
AHEMEDABAD,13-08-2025 00:00,14-08-2025 00:00,19.64,41.07,9.7,1.48,0.59,17.06
AHEMEDABAD,14-08-2025 00:00,15-08-2025 00:00,21.84,45.21,10.35,1.9,0.43,16.49
AHEMEDABAD,15-08-2025 00:00,16-08-2025 00:00,20.82,43.65,12.72,1.54,0.26,17.49
AHEMEDABAD,16-08-2025 00:00,17-08-2025 00:00,14.71,31.67,9.72,1.48,0.04,12.06
AHEMEDABAD,17-08-2025 00:00,18-08-2025 00:00,15.81,37.3,9.56,1.35,0.0,23.5
AHEMEDABAD,18-08-2025 00:00,19-08-2025 00:00,22.62,48.31,17.97,1.47,0.31,18.32
AHEMEDABAD,19-08-2025 00:00,20-08-2025 00:00,21.78,47.74,15.4,1.91,0.31,16.54
AHEMEDABAD,20-08-2025 00:00,21-08-2025 00:00,13.69,31.07,14.78,1.66,0.31,12.8
AHEMEDABAD,21-08-2025 00:00,22-08-2025 00:00,11.45,26.26,12.74,1.23,0.3,9.66
AHEMEDABAD,22-08-2025 00:00,23-08-2025 00:00,10.01,23.01,12.55,2.18,0.17,10.58
AHEMEDABAD,23-08-2025 00:00,24-08-2025 00:00,10.81,23.6,10.23,3.49,0.01,12.01
AHEMEDABAD,24-08-2025 00:00,25-08-2025 00:00,9.17,19.64,8.51,3.78,0.15,10.86
AHEMEDABAD,25-08-2025 00:00,26-08-2025 00:00,13.82,29.25,10.25,3.35,0.27,11.81
AHEMEDABAD,26-08-2025 00:00,27-08-2025 00:00,23.54,48.72,11.57,3.29,0.16,13.05
AHEMEDABAD,27-08-2025 00:00,28-08-2025 00:00,28.07,57.42,13.4,3.41,0.42,12.32
AHEMEDABAD,28-08-2025 00:00,29-08-2025 00:00,30.61,63.49,14.05,3.27,0.28,8.86
AHEMEDABAD,29-08-2025 00:00,30-08-2025 00:00,29.25,59.59,16.58,3.61,0.08,7.77
AHEMEDABAD,30-08-2025 00:00,31-08-2025 00:00,36.7,74.01,11.66,3.42,0.38,10.84
AHEMEDABAD,31-08-2025 00:00,01-09-2025 00:00,25.72,54.25,8.36,3.41,0.15,13.24
AHEMEDABAD,01-09-2025 00:00,02-09-2025 00:00,24.55,49.89,10.33,3.36,0.39,11.28
AHEMEDABAD,02-09-2025 00:00,03-09-2025 00:00,35.5,70.86,21.45,3.5,0.39,15.05
AHEMEDABAD,03-09-2025 00:00,04-09-2025 00:00,43.06,85.29,13.42,3.7,0.25,14.73
AHEMEDABAD,04-09-2025 00:00,05-09-2025 00:00,26.01,54.75,13.09,2.68,0.32,12.05
AHEMEDABAD,05-09-2025 00:00,06-09-2025 00:00,18.55,37.92,10.29,2.69,0.71,22.5
AHEMEDABAD,06-09-2025 00:00,07-09-2025 00:00,24.63,49.11,13.33,2.35,0.69,17.45
AHEMEDABAD,07-09-2025 00:00,08-09-2025 00:00,12.14,23.92,7.59,2.94,0.14,79.4
AHEMEDABAD,08-09-2025 00:00,09-09-2025 00:00,22.33,48.04,8.11,2.65,0.78,19.14
AHEMEDABAD,09-09-2025 00:00,10-09-2025 00:00,32.39,68.23,9.16,2.58,0.6,19.85
AHEMEDABAD,10-09-2025 00:00,11-09-2025 00:00,32.27,67.09,13.06,1.26,0.62,9.19
AHEMEDABAD,11-09-2025 00:00,12-09-2025 00:00,33.33,69.87,15.84,3.14,0.42,17.01
AHEMEDABAD,12-09-2025 00:00,13-09-2025 00:00,31.1,63.54,16.09,3.16,0.08,22.4
AHEMEDABAD,13-09-2025 00:00,14-09-2025 00:00,29.41,61.58,14.68,2.75,0.32,12.11
AHEMEDABAD,14-09-2025 00:00,15-09-2025 00:00,27.9,60.56,13.64,3.95,0.36,10.85
AHEMEDABAD,15-09-2025 00:00,16-09-2025 00:00,24.08,50.47,16.15,3.29,0.73,9.86
AHEMEDABAD,16-09-2025 00:00,17-09-2025 00:00,29.3,59.37,20.39,3.94,0.6,10.01
AHEMEDABAD,17-09-2025 00:00,18-09-2025 00:00,28.11,59.6,20.48,3.44,0.44,16.46
AHEMEDABAD,18-09-2025 00:00,19-09-2025 00:00,36.09,74.27,25.09,4.07,0.35,22.63
AHEMEDABAD,19-09-2025 00:00,20-09-2025 00:00,34.23,71.01,20.64,4.97,0.2,24.49
AHEMEDABAD,20-09-2025 00:00,21-09-2025 00:00,26.71,55.3,22.86,3.2,0.38,18.76
